,ID_CLIENT,AGREEMENT_RK,TARGET,AGE,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,GENDER,CHILD_TOTAL,DEPENDANTS,PERSONAL_INCOME,LOAN_NUM_CLOSED,LOAN_NUM_TOTAL
70,106804439,59918705,0,27,1,0,1,0,0,5300.0,1,1
71,106804440,59918758,0,35,1,0,1,0,0,50000.0,1,1
72,106804441,59919115,0,48,1,0,1,2,0,11000.0,1,1
74,106804442,59919158,0,29,1,0,1,1,1,11700.0,1,1
75,106804443,59919255,0,30,1,0,0,1,1,8000.0,1,1
76,106804444,59919426,0,31,1,0,1,1,1,5000.0,2,2
77,106804445,59919466,0,51,1,0,1,2,0,7500.0,1,1
78,106804446,59919794,0,47,1,0,0,2,1,18000.0,2,2
79,106804447,59919854,0,26,1,0,0,0,0,8000.0,1,1
80,106804448,59920262,0,44,1,0,0,2,2,20000.0,1,1
81,106804449,59920457,1,33,1,0,1,1,1,10000.0,1,1
82,106804450,59920692,0,35,1,0,1,0,0,9000.0,1,1
83,106804451,59920809,0,51,1,0,1,1,0,11000.0,1,1
84,106804452,59920871,0,43,1,0,1,1,1,15000.0,2,2
85,106804453,59920924,0,35,1,0,0,1,1,15000.0,1,1
86,106804454,59921016,1,27,1,0,1,0,0,10000.0,1,1
87,106804455,59921388,0,54,1,0,1,0,0,15000.0,1,1
88,106804456,59921422,0,28,1,0,1,1,1,8000.0,1,1
89,106804457,59921596,0,53,1,0,0,2,0,25000.0,1,1
90,106804458,59921625,0,29,1,0,1,1,1,11000.0,1,1
91,106804459,59921843,0,59,1,0,1,1,0,8500.0,1,1
92,106804460,59922010,0,56,1,0,0,3,0,4000.0,1,1
93,106804461,59922118,0,37,1,1,1,3,3,15000.0,1,2
94,106804462,59922128,0,51,1,0,0,1,0,8000.0,1,1
95,106804463,59923054,0,63,1,0,0,1,0,10000.0,1,1
96,106804464,59923107,0,31,1,0,0,0,0,18000.0,1,1
97,106804465,59923159,0,58,1,0,0,3,1,15000.0,1,1
98,106804466,59923161,0,48,1,0,0,2,0,12000.0,1,1
99,106804467,59923165,0,37,1,0,1,1,1,7300.0,1,1
100,106804468,59923241,0,52,1,0,1,0,0,25000.0,1,1
101,106804469,59923269,0,52,1,0,1,0,0,8000.0,1,1
102,106804470,59923341,0,37,1,0,0,0,0,12000.0,1,1
103,106804471,59923386,0,22,1,0,0,1,0,8000.0,1,1
104,106804472,59923424,0,36,1,0,1,2,2,10000.0,1,1
105,106804473,59923546,0,37,1,0,0,1,1,14500.0,1,1
106,106804474,59923557,0,63,0,1,0,2,0,5000.0,1,1
107,106804475,59923612,0,26,1,0,0,0,0,10000.0,1,2
108,106804476,59923663,1,57,0,1,1,0,0,3000.0,1,1
110,106804477,59923678,0,45,1,0,1,1,1,5000.0,1,1
111,106804478,59923884,0,22,1,0,0,1,2,12000.0,1,1
112,106804479,59924026,0,57,1,1,0,0,0,30000.0,1,1
113,106804480,59924048,0,57,0,1,0,0,0,6000.0,1,1
114,106804481,59924146,0,39,1,0,0,2,2,27000.0,1,1
115,106804482,59924239,0,37,1,0,1,2,2,9000.0,1,1
116,106804483,59924607,0,41,1,0,0,0,0,18000.0,1,1
117,106804484,59925055,0,34,1,0,0,2,2,6000.0,2,2
118,106804485,59925110,0,44,1,0,0,1,0,15000.0,1,1
119,106804486,59925185,0,38,1,0,0,1,1,13500.0,1,1
120,106804487,59925195,0,40,1,0,1,1,1,6500.0,1,1
121,106804488,59925200,0,40,1,0,0,2,2,14000.0,1,1
122,106804489,59925263,0,27,1,0,1,1,1,15000.0,1,1
123,106804490,59925320,0,29,1,0,0,1,1,20000.0,1,1
124,106804491,59925344,0,28,1,0,1,1,1,10000.0,1,1
125,106804492,59925421,0,41,1,0,1,2,1,8600.0,1,1
126,106804493,59925539,0,39,1,0,1,1,1,35000.0,1,1
127,106804494,59925799,0,43,1,0,0,0,0,15000.0,1,1
128,106804495,59925843,0,57,0,1,1,0,0,8000.0,2,2
129,106804496,59925872,0,50,1,0,1,0,0,15000.0,1,1
130,106804497,59925882,0,38,1,0,0,4,4,38000.0,2,3
131,106804498,59925955,0,51,1,0,1,0,0,25000.0,1,1
132,106804499,59926091,1,54,1,0,1,1,1,11000.0,1,1
133,106804500,59926221,0,35,1,0,1,1,1,15000.0,1,1
134,106804501,59926263,0,27,1,0,1,2,2,10000.0,1,1
135,106804502,59926295,0,48,1,0,1,2,0,6000.0,1,1
136,106804503,59926408,0,50,1,0,1,0,0,12000.0,1,1
137,106804504,59926549,0,41,1,0,1,2,2,5000.0,1,1
138,106804505,59926704,0,42,1,0,1,1,1,10000.0,2,2
139,106804506,59926732,0,29,1,0,0,1,1,6200.0,1,1
140,106804507,59926912,0,27,1,0,0,0,0,10000.0,1,1
141,106804508,59926936,0,40,1,0,0,2,2,20000.0,1,1
142,106804509,59927010,0,29,1,0,1,0,0,15000.0,1,1
143,106804510,59927078,0,53,1,0,1,0,0,6000.0,1,1
144,106804511,59927260,0,46,1,0,0,1,0,8000.0,1,1
145,106804512,59927432,0,57,0,1,1,2,0,7000.0,1,1
146,106804513,59927451,0,32,1,0,1,1,1,10500.0,1,1
147,106804514,59927525,0,56,1,0,1,0,0,170000.0,1,1
148,106804515,59927554,0,51,1,1,1,0,0,15000.0,1,1
149,106804516,59927584,0,31,1,0,1,2,2,15000.0,1,1
150,106804517,59927613,0,51,1,0,1,2,0,10000.0,1,1
151,106804518,59927690,0,43,1,0,1,1,1,8000.0,1,1
152,106804519,59927793,0,35,1,0,1,1,1,10000.0,2,2
153,106804520,59927798,0,38,1,0,1,0,0,9000.0,1,1
154,106804521,59927827,0,55,1,0,0,0,0,20000.0,1,1
155,106804522,59927916,0,37,1,0,1,2,2,60000.0,1,1
156,106804523,59927923,0,38,1,0,0,2,2,10000.0,1,1
157,106804524,59928049,0,23,1,0,1,2,2,8000.0,1,1
158,106804525,59928086,0,53,1,0,0,2,0,7000.0,1,1
159,106804526,59928106,0,40,1,0,0,2,0,7800.0,1,1
161,106804527,59928443,0,59,1,1,1,3,1,18000.0,1,2
163,106804528,59928497,0,37,1,0,1,2,2,10000.0,1,1
164,106804529,59928561,1,27,1,0,0,2,2,12000.0,2,2
165,106804530,59928609,0,63,1,0,1,0,0,25000.0,1,1
166,106804531,59928861,0,57,1,0,1,0,0,12000.0,1,1
167,106804532,59928901,1,42,1,0,0,0,0,15000.0,2,2
168,106804533,59928942,0,31,1,0,0,2,2,10000.0,2,3
169,106804534,59929169,0,33,1,0,1,2,2,3300.0,1,1
170,106804535,59929176,0,31,1,0,0,1,2,30000.0,1,2
171,106804536,59929197,0,51,1,0,1,2,0,8000.0,1,2
172,106804537,59929552,0,28,1,0,0,1,2,25000.0,2,2
173,106804538,59929697,0,27,1,0,1,1,1,6000.0,1,1
174,106804539,59929797,0,48,1,0,0,1,1,10000.0,1,1
175,106804540,59929832,0,24,1,0,0,1,1,6500.0,1,1
176,106804541,59929846,0,29,1,0,0,1,1,25000.0,1,1
177,106804542,59929855,0,66,1,1,1,1,0,9300.0,1,1
178,106804543,59929948,0,49,1,0,0,1,1,10000.0,1,1
179,106804544,59930128,0,23,1,0,0,0,0,15000.0,1,1
180,106804545,59930152,0,34,1,0,0,1,1,8000.0,1,1
181,106804546,59930194,1,35,1,0,0,0,0,13000.0,1,1
182,106804547,59930219,0,34,1,0,1,1,1,18000.0,2,2
183,106804548,59930389,0,49,1,0,1,0,0,10000.0,1,1
184,106804549,59930422,0,29,1,0,0,0,0,20000.0,1,1
186,106804550,59930424,0,57,1,0,0,3,0,12000.0,1,1
187,106804551,59930490,0,63,1,1,1,3,0,20000.0,1,1
188,106804552,59930738,0,33,1,0,0,0,0,35000.0,1,1
189,106804553,59930942,0,50,0,1,1,1,0,8000.0,1,1
190,106804554,59931044,0,48,1,0,1,0,0,18000.0,1,1
191,106804555,59931084,0,36,1,0,1,1,0,17000.0,1,1
192,106804556,59931383,0,34,1,0,0,2,2,6000.0,1,2
193,106804557,59931442,0,23,1,0,0,0,0,5500.0,1,1
194,106804558,59931474,0,29,1,0,0,0,0,28000.0,1,1
195,106804559,59931501,0,47,1,0,1,2,0,9000.0,1,1
196,106804560,59931579,0,34,1,0,1,1,1,14000.0,1,1
197,106804561,59931599,0,57,0,1,1,0,0,9000.0,1,1
198,106804562,59931767,0,53,1,0,1,0,0,7000.0,1,1
199,106804563,59931796,0,61,0,1,1,0,0,7000.0,1,1
200,106804564,59931959,0,34,1,0,1,2,2,10000.0,1,1
201,106804565,59931983,1,47,1,0,1,1,0,25000.0,1,1
202,106804566,59932008,0,24,1,0,0,0,0,20000.0,1,1
203,106804567,59932142,0,56,0,1,1,0,0,10000.0,1,1
204,106804568,59932520,0,42,1,0,0,1,0,10000.0,1,1
205,106804569,59932632,0,62,1,1,1,0,0,15000.0,2,2
206,106804570,59932724,1,37,1,0,1,2,2,12000.0,2,2
207,106804571,59932922,0,41,1,0,1,2,0,15000.0,1,1
208,106804572,59933024,0,49,1,0,1,1,1,2300.0,1,1
209,106804573,59933083,1,25,1,0,1,0,0,12000.0,1,1
210,106804574,59933136,0,39,1,0,0,1,1,20000.0,2,2
211,106804575,59933153,0,25,1,0,0,0,0,12000.0,1,1
212,106804576,59933221,0,44,1,0,1,1,1,7000.0,1,1
213,106804577,59933246,1,23,1,0,1,1,1,12000.0,1,1
214,106804578,59933395,0,27,1,0,0,1,1,15000.0,1,1
215,106804579,59933459,0,36,1,0,1,0,0,8000.0,2,2
216,106804580,59933661,0,47,1,0,1,1,0,30000.0,1,1
217,106804581,59933854,0,56,1,1,1,1,1,10000.0,1,1
218,106804582,59933862,0,30,1,0,0,1,1,6000.0,1,1
219,106804583,59934004,0,48,1,0,1,0,0,12000.0,1,1
220,106804584,59934011,0,50,1,0,0,0,0,15000.0,1,1
221,106804585,59934078,0,30,1,0,1,2,2,15000.0,1,1
222,106804586,59934125,0,49,1,0,1,0,0,5000.0,1,1
223,106804587,59934296,0,27,1,0,0,1,1,12000.0,1,1
224,106804588,59934364,1,39,1,0,0,2,2,32000.0,1,1
225,106804589,59934448,0,53,1,0,1,0,0,20000.0,2,2
226,106804590,59934534,0,44,1,0,0,2,0,10000.0,1,1
227,106804591,59934860,0,52,0,1,1,1,0,5500.0,1,1
228,106804592,59935108,0,24,1,0,1,0,0,12000.0,1,2
229,106804593,59935125,0,25,1,0,1,1,1,13500.0,1,1
230,106804594,59935139,0,60,1,1,1,0,0,5000.0,1,1
231,106804595,59935159,0,40,1,0,0,2,2,11000.0,2,2
232,106804596,59935199,0,48,1,0,1,0,0,15000.0,1,1
233,106804597,59935377,0,38,1,0,0,2,2,21000.0,1,1
234,106804598,59935448,1,35,1,0,0,0,0,28000.0,1,1
235,106804599,59935469,0,33,1,0,1,1,1,18000.0,1,2
236,106804600,59935708,0,29,1,0,0,0,0,35000.0,1,1
237,106804601,59935718,0,58,1,0,1,2,1,30000.0,1,1
238,106804602,59935837,0,49,1,1,1,0,0,7500.0,2,3
239,106804603,59935839,0,66,0,1,1,0,0,8400.0,2,2
240,106804604,59935875,1,50,1,0,1,2,0,5600.0,1,1
241,106804605,59935933,0,34,1,0,1,1,1,15000.0,1,1
242,106804606,59936064,0,58,1,0,0,0,0,13000.0,1,1
243,106804607,59936342,0,49,1,0,1,0,0,20000.0,1,1
244,106804608,59936570,0,42,1,0,1,1,1,25000.0,1,2
245,106804609,59936617,0,34,1,0,1,2,2,6000.0,1,1
246,106804610,59936794,0,37,1,0,1,2,2,9800.0,1,1
247,106804611,59936799,1,27,1,0,0,1,1,12000.0,1,1
248,106804612,59936804,0,60,1,0,0,0,0,11000.0,1,1
249,106804613,59936830,0,37,1,0,1,1,1,15000.0,1,1
250,106804614,59936839,0,38,1,0,1,0,0,10000.0,1,1
251,106804615,59937023,0,43,1,0,1,1,1,9000.0,1,1
252,106804616,59937024,0,35,1,0,1,0,0,15000.0,1,1
253,106804617,59937151,0,39,1,0,1,1,1,6500.0,1,1
254,106804618,59937320,0,42,1,0,1,1,0,10000.0,1,1
255,106804619,59937564,0,32,1,0,1,1,0,7000.0,1,1
256,106804620,59937712,0,49,1,0,0,3,0,15000.0,1,1
258,106804621,59937776,0,35,1,0,0,1,1,35000.0,1,1
259,106804622,59937805,1,42,1,0,1,1,0,10000.0,1,1
260,106804623,59937843,1,35,1,0,0,2,2,25000.0,1,1
261,106804624,59937903,0,38,1,0,0,2,2,10000.0,1,1
262,106804625,59938197,1,43,1,0,1,1,1,12500.0,1,1
263,106804626,59938227,0,37,1,0,1,0,0,10000.0,1,1
264,106804627,59938300,1,51,1,0,1,2,0,7000.0,1,1
265,106804628,59938618,0,44,1,0,0,0,0,20000.0,1,1
266,106804629,59938735,0,31,1,0,1,0,0,10000.0,1,2
267,106804630,59938893,0,32,1,0,1,0,0,14000.0,1,1
268,106804631,59939017,0,51,1,0,1,0,0,10000.0,1,1
269,106804632,59939096,0,52,1,0,1,2,0,10000.0,1,1
270,106804633,59939171,0,62,0,1,1,1,0,6000.0,1,1
271,106804634,59939180,0,63,0,1,0,0,0,4300.0,1,1
272,106804635,59939268,1,35,1,0,1,0,0,12000.0,1,1
273,106804636,59939374,0,25,1,0,0,0,0,10000.0,1,1
274,106804637,59939381,0,53,0,1,1,3,0,5000.0,1,1
275,106804638,59939625,0,25,1,0,0,0,0,24000.0,1,2
276,106804639,59939725,0,27,1,0,0,1,1,7000.0,1,1
277,106804640,59939737,0,55,1,0,0,0,0,20000.0,1,1
278,106804641,59939829,0,48,1,0,0,0,0,12000.0,1,1
279,106804642,59939964,0,44,1,0,1,0,0,10000.0,1,1
280,106804643,59940247,0,61,0,1,1,4,0,6200.0,1,1
281,106804644,59940316,0,61,0,1,1,2,0,4500.0,1,1
282,106804645,59940352,0,47,1,0,1,0,0,20000.0,1,1
283,106804646,59940513,0,59,1,0,0,1,1,20000.0,1,1
284,106804647,59940804,0,48,0,1,1,0,0,7000.0,1,1
285,106804648,59940865,0,29,1,0,1,1,1,15000.0,1,1
286,106804649,59959596,0,46,1,0,1,2,1,15000.0,1,1
287,106804650,59959659,0,46,1,0,0,0,0,10000.0,1,1
288,106804651,59959827,0,61,0,1,1,0,0,5000.0,1,1
289,106804652,59959841,0,65,0,1,1,0,0,6000.0,1,1
290,106804653,59959893,0,35,1,0,1,2,2,11000.0,1,1
291,106804654,59960027,0,50,0,1,1,0,0,8000.0,1,1
292,106804655,59960165,0,45,1,0,1,1,0,20000.0,1,1
293,106804656,59960311,0,50,1,0,1,1,1,16000.0,1,1
294,106804657,59960473,0,44,1,0,1,1,1,20000.0,1,1
295,106804658,59960871,0,28,1,0,0,0,0,20000.0,1,1
297,106804659,59961022,0,22,1,0,0,0,0,12000.0,1,1
298,106804660,59961183,0,58,0,1,1,0,0,9000.0,1,1
299,106804661,59961222,0,38,1,0,0,3,3,12000.0,1,1
300,106804662,59961282,0,43,1,0,1,0,0,40000.0,1,1
301,106804663,59961652,0,41,1,0,0,2,2,30000.0,1,1
302,106804664,59961674,0,53,1,0,0,0,0,15000.0,1,1
303,106804665,59961924,0,30,1,0,1,1,1,10000.0,1,1
304,106804666,59961994,0,39,1,0,1,2,2,10000.0,0,1
305,106804667,59962281,0,26,1,0,0,0,0,6000.0,1,1
306,106804668,59962548,0,26,1,0,0,1,1,15000.0,1,1
307,106804669,59963195,0,61,0,1,1,0,0,4950.0,1,1
308,106804670,59963382,0,58,1,0,0,2,0,5500.0,1,1
309,106804671,59963388,0,57,1,0,0,3,0,7000.0,1,1
310,106804672,59963500,0,51,1,0,0,4,0,15000.0,1,1
311,106804673,59963503,0,48,1,0,1,2,0,8000.0,1,1
312,106804674,59963696,0,35,1,0,0,1,1,15000.0,0,1
313,106804675,59963728,1,39,1,0,0,2,1,8000.0,0,1
314,106804676,59963789,0,42,1,0,0,1,1,28000.0,0,1
315,106804677,59964073,0,34,1,0,0,2,2,10000.0,1,1
316,106804678,59964749,0,34,1,0,0,1,1,11000.0,0,1
317,106804679,59965101,0,47,1,0,1,0,0,5000.0,0,1
318,106804680,59965218,0,29,1,0,1,1,1,11000.0,1,1
319,106804681,59965290,0,45,1,0,0,1,0,7000.0,1,1
320,106804682,59965423,0,54,1,0,1,0,0,6000.0,0,1
321,106804683,59965770,0,48,1,0,1,2,0,9000.0,0,1
322,106804684,59965990,0,23,1,0,1,0,0,13000.0,0,1
323,106804685,59966257,0,50,1,0,1,1,0,7000.0,0,1
324,106804686,59966422,0,53,1,0,1,1,0,15000.0,0,1
325,106804687,59966502,0,39,1,0,0,1,1,8000.0,0,1
326,106804688,59966600,0,45,1,0,1,1,0,12000.0,0,1
327,106804689,59966625,0,46,1,0,1,0,0,20000.0,0,1
328,106804690,59966861,0,27,1,0,1,1,1,6000.0,0,1
329,106804691,59966928,0,57,0,1,1,2,0,6500.0,0,1
330,106804692,59966946,0,60,0,1,1,2,0,6000.0,1,1
331,106804693,59966989,1,33,1,0,0,3,3,10000.0,0,1
332,106804694,59967229,0,57,1,1,0,2,0,14000.0,0,1
333,106804695,59967312,0,56,1,0,0,3,0,10000.0,0,1
334,106804696,59967428,0,59,1,0,1,0,0,8000.0,1,1
335,106804697,59967705,0,45,1,0,1,2,0,5000.0,0,1
336,106804698,59967858,0,43,1,0,0,0,0,30000.0,1,1
337,106804699,59968198,0,40,1,0,0,2,2,17000.0,0,1
338,106804700,59968281,0,34,1,0,1,0,0,10000.0,0,1
339,106804701,59968297,0,26,1,0,1,2,2,6000.0,0,1
340,106804702,59968300,0,27,1,0,1,2,2,10000.0,0,1
341,106804703,59968305,1,39,1,0,1,2,1,12000.0,0,1
342,106804704,59968371,0,41,1,0,1,0,0,8000.0,0,1
343,106804705,59968581,0,27,1,0,1,0,0,6000.0,0,1
344,106804706,59968595,0,53,1,0,1,1,0,13000.0,0,1
345,106804707,59968635,0,35,1,0,1,1,1,8000.0,0,1
346,106804708,59968922,0,50,1,0,0,0,0,15000.0,0,1
347,106804709,59968999,1,34,1,0,1,0,0,5000.0,0,1
348,106804710,59969048,0,44,1,0,0,3,0,25000.0,0,1
349,106804711,59969123,0,58,1,0,0,0,0,7000.0,0,1
350,106804712,59969141,0,36,1,0,1,2,2,18000.0,0,1
351,106804713,59969211,0,64,0,1,0,3,0,6000.0,0,1
352,106804714,59969405,0,24,1,0,1,0,0,15000.0,0,1
353,106804715,59969541,0,32,1,0,1,2,2,9000.0,0,1
354,106804716,59969571,0,26,1,0,0,1,1,10000.0,1,2
355,106804717,59969781,0,31,1,0,0,1,1,10000.0,0,1
356,106804718,59969988,0,27,1,0,1,0,0,13000.0,1,1
357,106804719,59970015,0,39,1,0,1,1,1,6500.0,1,1
358,106804720,59970019,0,59,0,1,1,1,0,4000.0,0,1
359,106804721,59970582,0,52,1,0,1,0,0,16000.0,0,1
360,106804722,59971711,0,25,1,0,1,0,0,20000.0,0,1
361,106804723,59971939,0,30,1,0,1,1,1,20000.0,0,1
362,106804724,59972108,1,29,1,0,1,1,1,9500.0,0,1
363,106804725,59972120,0,26,1,0,0,0,0,15000.0,1,1
364,106804726,59972240,1,35,1,0,1,0,0,7800.0,0,1
365,106804727,59972495,0,38,1,0,1,1,1,24000.0,1,1
366,106804728,59972509,1,45,1,0,1,1,0,18000.0,0,1
367,106804729,59972881,0,52,0,1,1,2,1,4600.0,0,1
368,106804730,59972887,0,46,1,0,1,2,1,36000.0,0,1
369,106804731,59973018,0,58,1,0,0,3,0,6000.0,0,1
370,106804732,59973106,0,29,1,0,1,0,0,15000.0,0,1
371,106804733,59973119,0,55,1,0,1,1,1,9000.0,0,1
372,106804734,59973194,0,53,1,0,1,2,0,10500.0,1,1
373,106804735,59973367,1,22,1,0,1,0,0,8000.0,0,1
374,106804736,59973701,0,23,1,0,1,1,1,7000.0,0,1
375,106804737,59973752,0,57,1,1,1,5,1,15000.0,0,1
376,106804738,59973988,0,50,1,0,1,1,0,10000.0,0,1
377,106804739,59974002,0,45,1,0,1,2,1,8000.0,0,1
378,106804740,59974159,0,60,0,1,1,0,0,5000.0,1,1
379,106804741,59974859,0,50,1,0,0,2,0,15000.0,0,1
380,106804742,59974935,0,46,1,0,0,1,0,15000.0,0,1
381,106804743,59974968,0,59,0,1,1,4,0,8000.0,0,1
382,106804744,59974976,0,33,1,0,0,1,1,9000.0,1,1
383,106804745,59974979,0,27,1,0,0,0,0,55000.0,1,1
384,106804746,59975134,1,38,1,0,0,2,0,15000.0,1,1
385,106804747,59975226,0,62,0,1,1,0,0,4000.0,1,1
386,106804748,59975401,0,31,1,0,0,1,1,15000.0,0,1
387,106804749,59975501,0,57,1,0,0,2,0,18000.0,0,1
388,106804750,59975641,0,33,1,0,1,1,1,7500.0,0,1
389,106804751,59975803,0,45,1,0,1,1,0,20000.0,0,1
390,106804752,59975854,0,49,1,0,1,0,0,9500.0,0,1
391,106804753,59975912,0,25,1,0,0,0,0,21000.0,0,1
392,106804754,59975969,0,55,1,0,1,1,0,13000.0,0,1
393,106804755,59975992,1,42,1,0,1,1,0,10000.0,0,1
394,106804756,59976017,0,42,1,0,0,2,2,23000.0,1,1
395,106804757,59976223,0,39,1,0,1,1,0,18000.0,0,1
396,106804758,59976321,0,34,1,0,1,2,2,11000.0,0,1
397,106804759,59976364,0,55,1,0,1,5,0,6000.0,0,1
398,106804760,59976454,0,43,1,0,1,0,0,4500.0,0,1
399,106804761,59976503,0,45,1,0,1,1,0,7500.0,0,1
400,106804762,59976648,0,62,1,0,1,2,0,23000.0,0,1
401,106804763,59976802,0,25,1,0,0,0,0,18000.0,0,1
402,106804764,59976840,0,54,1,0,1,1,0,7000.0,0,1
403,106804765,59976890,0,31,1,0,1,1,1,30000.0,0,1
404,106804766,59976896,0,42,1,0,1,1,1,9000.0,0,1
405,106804767,59977061,1,55,1,0,0,2,0,40000.0,0,1
406,106804768,60035449,1,44,1,0,1,3,0,5200.0,0,1
407,106804769,60035580,0,56,1,1,1,2,0,45000.0,1,1
408,106804770,60035789,1,56,1,0,1,2,0,11000.0,0,1
409,106804771,60035997,0,65,0,1,1,2,0,8000.0,0,1
410,106804772,60036099,0,42,1,0,1,0,0,7000.0,0,1
411,106804773,60036186,0,47,1,0,1,2,1,7000.0,0,1
412,106804774,60036487,1,50,1,0,0,4,0,29000.0,0,1
413,106804775,60036811,0,56,0,1,1,0,0,11000.0,0,1
414,106804776,60036992,0,53,1,0,1,0,0,6500.0,0,1
415,106804777,60037205,0,30,1,0,0,2,2,10000.0,0,1
416,106804778,60037207,1,26,1,0,0,0,0,12000.0,0,1
417,106804779,60037559,0,55,1,0,0,2,0,6000.0,0,1
418,106804780,60037740,0,39,1,0,0,3,2,18000.0,0,1
419,106804781,60037794,0,46,1,0,1,1,0,9000.0,0,1
420,106804782,60038271,0,33,1,0,0,0,0,10000.0,1,1
421,106804783,60038720,0,32,1,0,0,1,1,25000.0,0,1
423,106804784,60038740,0,54,0,1,1,0,0,6500.0,0,1
424,106804785,60039083,0,60,0,1,1,0,0,5200.0,0,1
